rtt_us
3630
4140
4440
3720
23640
3560
3040
3780
5680
8060
7680
6500
4860
3860
8300
5580
6520
3940
3320
4840
3500
5800
6700
3740
9340
6060
4500
3840
8160
5940
3460
4080
5000
3480
3340
5220
6440
3640
9960
6740
9680
2920
14140
5820
6580
8300
7580
4960
6980
7280
3660
9360
5340
6540
9260
5640
5380
3580
4480
7140
7620
4000
3920
4280
7800
5500
3620
9660
5360
9700
4420
4980
3480
6180
3780
5480
4660
3800
7140
8340
3100
7020
3800
8300
7440
4680
4820
7920
5520
5600
9880
3320
6420
5080
4700
4600
5260
5660
6480
5920
5420
3800
8000
6040
3640
6640
2940
24590
3540
4080
9180
3120
5800
3540
7220
9860
35900
11300
5660
5520
8920
5080
8820
8440
5540
6500
5420
8740
5960
7940
3420
14780
3520
10440
4780
5460
3400
5840
3620
3800
6280
3440
3380
5520
5740
2940
3300
9220
3620
6100
8040
4420
3940
4760
3220
3240
3900
18760
5640
4820
6620
9820
5020
5560
3480
3460
14220
3320
4540
4900
7260
5440
4940
15660
4540
3500
6940
4280
3600
4580
3560
8000
4680
5280
6360
8360
6780
12080
6800
7560
7530
7160
3640
3440
13620
10740
9060
7440
3440
4940
5260
3920
11080
4820
6120
4020
3520
10340
3840
5640
4300
3180
9760
18240
6400
6180
4280
7980
5360
6080
6740
6840
3780
5000
4520
4520
3640
4180
5400
5280
6720
4640
8320
4300
4500
5340
16640
4940
3420
3880
6500
4880
4460
6040
5000
4560
11260
10040
4700
3800
3400
4520
3160
3000
8060
6000
3640
6740
3420
4120
3140
4400
4920
3520
6780
3540
3720
4700
4940
9020
5380
5180
3540
5000
5260
3360
3040
5740
6420
12480
4160
5100
3540
9280
7920
2860
8620
6520
8600
30410
10540
6440
8040
4280
11640
8060
10800
4300
5980
5080
7160
3260
3980
7840
9240
3700
10100
5800
3980
4240
6000
3040
4000
8720
6160
4320
5300
4800
3960
3520
5260
4980
5640
8480
3360
5800
6020
3960
3020
5100
3420
5740
3700
10860
7520
4040
4420
5980
3940
12120
8440
5280
15480
5100
6840
9700
3300
3420
4960
