rtt_us
3260
3680
3640
3400
23880
3120
3140
3100
3900
3100
3640
3760
15700
3480
3460
3120
3380
3480
3700
3520
8160
3500
3280
3900
3520
3520
3140
3420
3100
3400
3560
3320
3500
3540
3700
3640
3420
3860
3560
3940
3540
3400
3020
3680
6060
3620
3180
3000
2980
3640
3540
3620
3280
3220
3280
3820
3380
3600
3000
3620
3240
3420
3860
3360
3520
3600
3840
4000
3900
3460
3040
3780
3340
3780
3660
3880
3400
3360
3760
3200
3960
2980
3560
3660
3360
3120
3520
3520
3100
3340
3580
4020
3400
3000
3700
3520
3120
3140
3460
3380
3680
3380
3900
3580
3860
3480
3680
3800
3540
3600
3340
3160
3560
3780
3080
3580
3120
3200
3400
3540
3820
3160
3380
3580
3080
3180
3420
3340
3120
3420
3920
3600
3320
3440
3080
3320
3920
4000
2920
2980
3280
3100
3860
3140
3660
3880
3620
3680
3680
3780
3440
3360
3220
3780
3420
3280
3420
3160
3920
3460
3580
3340
3260
3260
3780
3260
3220
3080
3420
2960
3280
3620
3420
3400
3400
3660
3620
3680
3460
3440
3880
3380
3420
3560
3480
3500
3900
3700
3640
3420
3140
3080
3480
3540
3200
3940
3460
3520
3460
3620
3440
3640
4020
3700
3640
3760
3360
3120
3820
3480
3600
3080
3480
3440
3300
3240
3560
3900
3360
3040
3620
3000
3180
3600
2980
3560
3360
3440
3260
3700
3220
3400
3640
3980
3700
2960
3000
3380
3520
3640
3040
3260
3500
3700
3400
3460
3300
3380
3540
3720
3300
23820
3760
3180
3480
3500
3580
3320
3440
16100
3520
3800
3700
3500
2940
3500
3780
8080
3800
3640
3400
3720
3380
3080
3760
3300
3740
3400
3040
3300
3720
3200
3660
3920
3400
3780
3300
3940
3080
3160
3760
5820
3540
2880
3480
3600
3560
2980
3460
3460
3300
3360
3740
3840
3820
3140
3240
3200
2940
3880
2980
3440
3500
3080
3640
3120
3160
3400
3540
4060
3440
3480
3760
3540
3740
3120
3640
3320
3640
3640
3620
3300
3040
3200
4000
3460
3640
3480
3500
3400
3520
3440
3440
3520
3520
3280
3260
3180
3640
3240
3660
3160
3200
3880
3120
3880
4060
3540
3740
3060
3160
3760
3600
3500
3300
3040
3640
3480
3600
3380
3380
3300
3620
3380
2940
3420
3440
3220
4040
3460
3600
3540
3500
3560
3360
3600
3560
3520
3520
3740
3620
3320
2920
3560
3160
3840
3500
3460
3940
3800
3300
3900
3780
3480
4040
3000
3320
3900
2960
3420
3780
3400
3540
3600
3460
4020
3500
3820
3720
3360
3600
3500
3960
3880
3340
3120
3340
3760
3080
3440
3020
3640
3340
3380
3680
3860
3740
3440
3180
3280
3480
3820
3640
3480
2900
3720
3460
3860
3780
3880
3620
3120
3600
3460
3820
3680
3720
3580
3440
3920
3620
3520
3280
3440
3860
3620
3280
3320
3440
3320
3580
3300
4020
3680
3760
3680
3980
3520
3640
3820
3380
3280
3660
3320
3860
3840
3880
3540
2960
3160
3440
3580
3980
3180
3420
3560
3320
3440
25100
3860
3380
3480
3620
3600
3400
3280
17120
3100
3600
3460
3460
3520
3180
3420
8740
4000
2940
3400
3760
3520
3660
3540
2900
3400
3680
3660
3540
3200
3760
3800
3200
3060
3580
3580
3780
3460
3600
3900
6140
3440
3240
3560
3320
3460
3380
3680
3340
3360
3260
3300
3560
3000
3480
3420
3320
3300
3560
3340
3460
3340
3400
3400
3700
3480
3580
3380
3700
4020
3380
3700
3740
3500
3300
3520
3700
3580
3220
3840
3560
3360
3100
3100
3740
3200
3800
3860
3480
3560
3460
3600
3400
3440
3140
3500
3560
3580
3660
3600
3760
2980
3900
3940
3880
3600
3380
3280
3180
3240
3180
3360
3320
3380
3820
3340
3400
3560
3680
3300
3920
3080
3100
3540
3500
3960
3620
3480
3820
3900
3640
3800
3520
3900
3200
3220
3580
4100
3640
3580
3280
3620
3380
3940
4000
3860
3620
3380
3260
3200
3540
3300
3120
3320
3840
3040
3500
3260
3020
3440
3380
3000
3860
3580
3660
3520
3840
4060
3060
3660
3520
3720
3620
3180
3300
3960
3340
2920
3520
3180
3660
2980
3900
3520
3600
3060
3360
3280
3460
3920
3700
3660
3920
3860
3480
3040
3860
3060
3300
3500
3580
3540
3640
3620
3460
3960
3220
3340
3140
3300
3620
3800
3500
2880
3580
3820
3660
3920
3500
3780
3240
3980
4100
3520
3460
3760
3720
3400
3700
3280
3500
3340
3500
4060
3580
3380
3880
3760
3460
3140
3560
3680
3600
3360
3640
3420
3340
27780
3160
3120
3440
3440
3500
3560
3100
20100
3160
3220
3780
3080
3440
3440
4000
11860
3240
3720
3540
3340
3840
3520
3280
3860
3400
3620
3880
3520
3240
3320
3700
3620
3200
3180
3120
3140
3980
3440
3880
3560
3520
3540
3520
3860
3640
3600
3940
3300
3420
3900
3040
3220
3900
3780
3820
3380
3780
3440
3100
3620
3700
4020
3320
3700
3440
2980
3080
3540
3580
3460
3820
3480
3680
3440
3960
3720
3480
2940
3560
3600
3760
3440
3500
3320
3500
3200
3260
3620
3600
3100
3200
3240
3300
3700
3400
3580
3260
3760
3420
3100
4000
3480
3800
3660
3780
3220
3680
3880
3140
3400
3340
3200
3400
3360
3300
3480
3660
3640
3260
3460
3960
2920
2980
3300
3400
3480
3740
3660
3320
3980
3960
3460
3220
3540
3400
3680
3800
3300
3560
3120
3460
3180
3420
3540
3280
3560
3260
3600
3320
3760
3240
3020
3580
3220
3500
2940
3240
3620
3320
3440
3620
3300
3660
3640
3740
3800
3320
3200
3740
3620
3020
3760
3820
3660
3680
3560
3720
3540
3420
2980
2880
3620
3100
3020
3360
3200
3260
3540
3720
3480
3020
2960
3240
3600
3380
3400
3520
3820
3820
3840
3960
4040
3180
3720
3560
3840
3300
3140
3900
3560
3080
3480
3440
3980
3160
3460
3680
3520
3500
3820
2900
3500
3620
3640
3280
3600
3480
3660
3460
3360
3620
3500
3720
3160
3620
3620
3460
3520
3820
3700
3760
3660
3440
3640
3140
3200
3360
3500
3780
3280
3700
3640
3300
3440
3740
3860
3260
3700
24100
3560
3220
3760
3660
3800
3600
3280
16160
3820
3820
3600
3400
3540
3340
3280
7900
3080
3340
3740
3640
3760
3080
3360
3640
3440
3360
3440
3420
3040
3340
3740
3680
3320
3520
3400
3660
3440
3680
3420
5780
3340
3480
3860
3560
3780
3380
3180
2960
3400
3640
3320
3180
3620
3040
3660
3460
2940
3080
3420
4000
3300
3660
2980
3260
3160
3540
3620
3460
3620
3620
2980
3420
3240
3580
3360
3620
3280
3380
3560
3700
3900
3360
3620
3560
3260
3660
3580
3040
3660
4040
2940
3200
3320
3920
3420
3880
3240
3840
3400
3420
3180
3100
3380
3540
3320
3280
3660
2880
3160
3800
3420
3480
3580
3320
3020
3940
4060
3340
3760
3280
3200
3720
2980
3420
3140
3560
3440
3360
3120
3580
3520
3740
3200
3560
3620
3780
3440
3180
3260
3380
3760
3720
3920
3280
3440
3460
3600
2920
2960
3700
3460
3820
3240
3340
3280
3520
3560
3300
3360
3160
3540
3220
2940
3400
3880
3000
3500
3320
3940
2980
3540
3580
3980
3600
3920
3700
3360
3200
3520
3580
3460
3680
2920
3420
3480
3240
3600
3460
3320
3860
3620
3060
3480
3460
3080
3860
3060
3360
3400
3700
3260
3700
3200
3040
3420
3140
3420
3780
3500
3740
3760
3500
3220
3380
3320
3520
3780
3520
3080
3740
4020
3180
3220
3320
3760
3560
3220
3220
3600
3440
3820
3560
3300
3560
3880
3520
3520
3380
3400
3860
3220
3280
3560
2880
3800
3740
24820
3780
3760
3560
3220
3340
3760
3600
16740
3240
3440
3580
3860
3520
3620
3860
9060
3360
3620
3840
3260
3680
2940
3520
3140
3420
3420
3440
3140
3640
3760
3060
3560
3960
3200
3680
3600
3460
3460
2880
5980
2980
3680
3620
3340
3480
3420
3200
3120
3440
3040
3740
3500
3580
3980
3420
3580
3900
3260
3500
3620
3360
3320
3400
3320
3640
3160
3400
3220
3420
3960
3400
3340
3160
3600
3280
3440
3560
3740
3260
3360
3360
3240
3660
3880
3260
3800
3500
3460
3400
3880
3220
2980
3120
3260
3460
3380
3240
3520
3340
3280
3440
3680
3380
3340
3180
3520
3540
3620
2980
3400
3160
3380
3780
4020
3540
3120
3360
3360
2940
3520
3500
3660
3420
3980
3940
3580
3620
3640
3460
3680
3840
3680
3080
3520
3600
3620
3540
3340
3560
3760
3280
3520
3420
3600
3440
3620
3200
3500
3840
3840
3520
3180
3260
3440
3580
3120
3540
3100
3980
3240
3360
3820
3700
3700
3740
3820
3360
3440
3900
3500
3780
